LATITUDE,LONGITUDE,INJURIES_INCAPACITATING
41.92018279488889,-87.71704206300001,10
41.86727774257143,-87.64709062971428,10
41.773116570333336,-87.60592678077778,10
41.928802314555554,-87.68780549688888,10
41.8923584924,-87.6570514789,10
41.76415552071428,-87.58605808828572,10
41.8873866637,-87.7657434203,10
41.80933855484615,-87.6173370583846,10
41.857728715,-87.66642578122223,9
41.881829179875,-87.65080946325,9
41.7688081025,-87.6442107156,9
41.93508620957142,-87.66838690314286,9
41.794405190875,-87.62664748625,9
41.77928071388889,-87.68363634511111,9
41.96751325242857,-87.76768234814286,9
41.93967865571428,-87.66885608814286,9
42.01258810244444,-87.66337361111111,9
41.93217792144444,-87.70731179433334,9
41.93172573311111,-87.7269612828889,9
41.96799294585714,-87.73459946171428,9
41.896018876666666,-87.66810748511111,9
41.762200783714285,-87.60511404314286,9
41.78630133944444,-87.70336631233333,9
41.735649153,-87.672617499125,9
41.862491896571434,-87.70651080471428,9
41.81217632314286,-87.68451941871429,9
41.760612095,-87.5862155365,9
41.846820208875,-87.72465912475,9
41.79453080711111,-87.77018812577778,9
41.77300742542857,-87.61096779842856,9
41.903979042625,-87.638777857875,9
41.779402829125004,-87.68706637574999,9
41.917237424,-87.726843469,9
41.73058083666667,-87.55066565355555,9
41.91769920088889,-87.67738379566667,9
41.96223689609091,-87.7277595899091,9
41.86522816042857,-87.618898564,9
41.985349417125,-87.653465910375,9
41.983070501,-87.78404717585714,9
41.932419999428575,-87.71301471085714,9
41.889399046625,-87.745806545,9
41.8735111416,-87.70587843759999,9
41.8660411647,-87.7298872735,9
41.9902822375,-87.71400608533332,9
41.98298215388889,-87.66906483822223,9
41.7437785174,-87.615799087,9
41.797436659714286,-87.68401683514286,9
41.7078424714,-87.580496377,9
41.67755077233333,-87.64143759033333,9
41.88464865725,-87.614281676125,9
41.90193310088889,-87.75585816777779,9
41.93458360857143,-87.72699334085713,9
41.9245421394,-87.7267505778,9
41.871974952375,-87.630169156,9
41.905980826749996,-87.634551019,9
41.659151740000006,-87.55939230128571,9
41.9694188092,-87.6492040855,9
41.736223274125,-87.62878694,9
41.84404561422222,-87.71492090077777,9
41.876794956000005,-87.7494776068,9
41.99599411611111,-87.80686032422221,9
41.89575354833333,-87.68675458533333,9
41.7533488136,-87.7025249886,9
41.837143446,-87.69523202583333,9
41.88172591716667,-87.75171953866668,9
41.66136280744445,-87.64155521622223,9
41.87699956283333,-87.73273495516666,9
41.81053005533334,-87.58936101783333,9
41.953642312125,-87.71823600475,9
41.775362007,-87.74216142357143,8
41.7645137905,-87.68617014283335,8
41.87577283522222,-87.61728331255556,8
41.771794366,-87.6932885415,8
41.71204932883334,-87.64301173216667,8
41.7353178515,-87.702204334,8
41.95434250577778,-87.678916193,8
41.950500451125,-87.6444183945,8
41.924438124375,-87.73311707375,8
41.77116537914286,-87.74188615185713,8
41.75592140714286,-87.72222105200001,8
41.756363137499996,-87.6320903065,8
41.983225197,-87.69905368385714,8
41.9507200905,-87.7472649483,8
41.832099893999995,-87.694836907125,8
41.857777524333336,-87.6165228885,8
41.94252703833333,-87.74708500966666,8
41.95212996871429,-87.83664585714287,8
41.89814069116667,-87.70643394333332,8
41.93015715257143,-87.70921828014286,8
41.889953222833334,-87.71132023,8
41.801297430333335,-87.66454145866668,8
41.93899596628571,-87.73817149285715,8
41.884986929777774,-87.71613308777779,8
41.8667459593,-87.6954024794,8
41.90267717057143,-87.72175600242858,8
41.78918630771428,-87.70343157642857,8
41.707478535875,-87.6066834905,8
41.898491440600004,-87.7212449422,8
41.980805065375,-87.6599727185,8
41.88174700525,-87.647038878125,8
41.707536725666664,-87.59426739966666,8
41.74295616933333,-87.66347265899999,8
41.7506607435,-87.63410998799999,8
41.66339020033333,-87.63008632133334,8
41.76447240783333,-87.69286524633334,8
41.86688176255555,-87.6509831908889,8
41.75641872171429,-87.62563621985714,8
41.877387759600005,-87.7061544034,8
41.926204312375,-87.63140388675,8
41.786560782500004,-87.674081233,8
41.85792304275,-87.656930692625,8
41.931041204125,-87.785470572875,8
41.7427392636,-87.7123867906,8
41.8259520795,-87.600989157125,8
41.89643975928571,-87.64783749228572,8
41.88000332825,-87.774107867,8
41.88590549857143,-87.63660282314287,8
41.86675273471429,-87.67136589057144,8
41.692681634875,-87.620909966125,8
41.8084655789,-87.6843522941,8
41.946282419999996,-87.77641643166668,8
41.80926943875,-87.62233719150001,8
41.937332635,-87.648903721,8
41.91624289125,-87.66789331475,8
41.86722489575,-87.64452762425,8
41.716378934375,-87.535618196875,8
41.7613382662,-87.7027462808,8
41.95406388833333,-87.68894995844444,8
41.70692733575,-87.64303228462501,8
41.807874904875,-87.7234862995,8
41.9464559664,-87.7125522542,8
41.74442716842857,-87.56621258985714,8
41.8812646688,-87.679162376,8
41.89599589242857,-87.67740148657143,8
41.73590219625,-87.632283920125,8
41.87110676466667,-87.77417142633334,8
41.8909318048,-87.676990994,8
41.765698704625,-87.61517320875,8
41.9310972205,-87.77635716683334,8
41.880617485625,-87.742027034625,8
41.902924417142856,-87.69756164328571,8
41.742348103714285,-87.70224432228572,8
41.930450995,-87.6854423485,8
41.82365530042858,-87.62645670257143,8
41.97674698122222,-87.65993667377778,8
41.968181614428566,-87.74784526228572,8
41.953572735,-87.732632384,8
41.94135750275,-87.756776977,8
41.927650802833334,-87.63199367,8
41.769318653625,-87.61552902574999,8
41.6662593818,-87.55890448400001,8
41.78645635914285,-87.68384667400001,7
41.721583263285716,-87.62921959214285,7
41.852324733625,-87.6660584275,7
41.6927457574,-87.609562519,7
41.7863820985,-87.69372158,7
41.91092480216667,-87.64830343616666,7
41.8580570834,-87.6760718716,7
41.8948218,-87.76007199783334,7
41.944440121,-87.65435345771428,7
42.004904989625004,-87.69027449425,7
41.866682236428574,-87.66626703885716,7
41.762346513833336,-87.5859447455,7
41.852652397285716,-87.6457389532857,7
41.7505705345,-87.65398977016667,7
41.8853853846,-87.6665705682,7
41.769328739857144,-87.62006098442858,7
41.882185969,-87.761024292,7
41.89294014942857,-87.76530742457143,7
41.994020400000004,-87.68965695766667,7
41.8017512216,-87.618840386,7
41.69729256275,-87.62086071625001,7
41.809178749857146,-87.62708853742858,7
41.857940542,-87.7054146135,7
41.743827980714286,-87.68267812142857,7
41.89212274942857,-87.74572825171428,7
41.909054508333334,-87.63469393033334,7
41.975813731833334,-87.78681753000001,7
41.7860753472,-87.7107401924,7
41.876713920571426,-87.7644486767143,7
41.903635896857146,-87.63217719285714,7
41.738615616,-87.644187426125,7
41.975942917333334,-87.68919768883335,7
41.88566414,-87.72843859075,7
41.90311859025,-87.6869652835,7
41.92126361271429,-87.76593873785714,7
41.814142019,-87.66508174420001,7
42.012383192,-87.68325708000002,7
41.807542913000006,-87.62110891025,7
41.87099166475,-87.719710417375,7
41.88048124342857,-87.6207497347143,7
41.765037481,-87.65408652516668,7
41.85184881516667,-87.714989351,7
41.910230383999995,-87.70677917666666,7
41.76885979725,-87.63979321,7
41.7511636814,-87.6086145268,7
41.9319105402,-87.746515911,7
41.8516688424,-87.7053571316,7
41.997104260166665,-87.71187177516667,7
41.87622842614286,-87.68126224514286,7
41.79454289133333,-87.68389741833333,7
41.83098272916667,-87.62970665833335,7
41.871750531375,-87.754827674625,7
41.660531111,-87.58650806833333,7
41.76916188257143,-87.624995258,7
41.80130592975,-87.67434991275,7
41.96529345242857,-87.66883380557144,7
41.76450251925,-87.56663415325,7
41.896353136,-87.65107180325,7
41.727816837666666,-87.58527304333332,7
41.9106387714,-87.6673040776,7
41.88099652133334,-87.69639416433334,7
41.895409798857145,-87.71531882971429,7
41.759159189857144,-87.65406582114285,7
41.924949391,-87.6879259272,7
41.852808010749996,-87.613854789,7
41.76950756325,-87.56687912875,7
41.8755987464,-87.6259027156,7
41.8863638494,-87.716145118,7
41.72911372116666,-87.54209084916666,7
41.939584248,-87.69799303328571,7
41.97484021966667,-87.8070655355,7
41.939884824714284,-87.65258421814285,7
41.940116545500004,-87.766753442,7
41.914358026428566,-87.74583099428571,7
41.756219523571424,-87.65370445199999,7
41.80225662783334,-87.74302153083333,7
41.88324982075,-87.639735507,7
41.779015951000005,-87.69775184871428,7
41.8833287935,-87.67675001799999,7
41.9028908434,-87.69047550799999,7
41.923747028166666,-87.7857304895,7
41.781882257666666,-87.7228022565,7
41.99873791428571,-87.66054785414285,7
41.977427542857136,-87.66939318000001,7
41.901058278499995,-87.66312290833334,7
41.930870434142854,-87.797102357,7
41.90338305314286,-87.66167102657143,7
41.729207755285714,-87.60466076514285,7
41.8379450216,-87.64626785499999,6
41.69201103383333,-87.67171347649999,6
41.7652681562,-87.641712771,6
41.89866733866666,-87.74864933399999,6
41.9280027836,-87.76619950540001,6
41.7224023042,-87.5757229816,6
41.816073485,-87.61674659633333,6
41.877412838,-87.67669089600001,6
41.880901934,-87.706346164,6
41.90988180983333,-87.73123410366667,6
41.8467989374,-87.680222757,6
41.7958213044,-87.7625991692,6
41.759145069999995,-87.56032013,6
41.8806480284,-87.7379505468,6
41.68545340825,-87.615708239,6
41.753861269000005,-87.69480933119999,6
41.769407895499995,-87.576335385,6
41.800652322625,-87.73136646225,6
41.890934601,-87.76522121875,6
41.9206795825,-87.74626473375,6
41.73762405625,-87.6632579445,6
41.8521774815,-87.66841934183333,6
41.990677913249996,-87.682783315,6
41.79485876,-87.619309739,6
41.70782213183333,-87.58569200816667,6
41.8508511144,-87.62384235120001,6
41.802335796,-87.72364312949999,6
41.8068331908,-87.66501065899999,6
41.816395834,-87.626412894,6
41.9092306486,-87.65277418880001,6
41.899660434333335,-87.671201824,6
41.7944465698,-87.6209284754,6
41.93877443233333,-87.722410814,6
41.786723935333335,-87.669306327,6
41.802504582000005,-87.60635076633334,6
41.79377633025,-87.66007877825,6
41.759470947666664,-87.65857543233334,6
41.871223545666666,-87.69624896549999,6
41.878545669800005,-87.6337826198,6
41.9606287,-87.76244890033335,6
41.895496451,-87.7311564905,6
41.81102904516666,-87.62139355383334,6
41.93076217785715,-87.80584827071428,6
41.7429180696,-87.67309223219999,6
41.77469738,-87.7226295254,6
41.938543448333334,-87.76895529933334,6
41.89126485,-87.644347349,6
41.9980557482,-87.6751811182,6
41.938057884500004,-87.66643572483333,6
41.96551788633334,-87.65378949383334,6
41.830790478400004,-87.6235090072,6
41.865963543199996,-87.7373593446,6
41.9907983076,-87.67531675299999,6
41.8732320808,-87.71578702219999,6
41.86568104525,-87.76489994625,6
41.771576384,-87.576467038,6
41.7493959254,-87.7279739944,6
41.792683321,-87.76237194939999,6
42.002365080833336,-87.69008692333334,6
41.97793831316667,-87.689216194,6
41.8892957515,-87.76518167200001,6
41.985374503,-87.66286615116667,6
41.857660243428576,-87.63949798971429,6
41.743175906,-87.65379658333332,6
41.79966641033334,-87.64993435466666,6
41.970652677,-87.76309687800001,6
41.93819708116667,-87.8069291425,6
41.8087756055,-87.58781044874999,6
41.85179725216667,-87.695502115,6
41.902434922,-87.748544872,6
41.9688989148,-87.6684435798,6
41.87775932071429,-87.62732619628571,6
41.8095128,-87.60276815633334,6
41.961957112,-87.65470234916666,6
41.659475836,-87.597576757,6
41.773597351333336,-87.572808451,6
41.820975519499996,-87.704477868,6
41.953847791,-87.7120013494,6
41.881771971166664,-87.6441577945,6
41.88434389225,-87.69637740525,6
41.817299454499995,-87.69874946499999,6
41.75484621333333,-87.59002162583333,6
41.77152035766667,-87.71784835583333,6
41.946922256,-87.694255104,6
41.8772652485,-87.7158326925,6
41.75035250133333,-87.66605022133335,6
41.869905229400004,-87.65675270540001,6
41.87561659083333,-87.633135251,6
41.707985748,-87.568516547,6
41.74334773966667,-87.63376538016666,6
41.758941393,-87.57708523333334,6
41.80211024566666,-87.61617823066666,6
41.707336584000004,-87.62352578525,6
41.75128430257143,-87.59877875971428,6
41.73583679575,-87.66547669775,6
41.90212618225,-87.76582184025,6
41.67386399933333,-87.55919759333334,6
41.88072039183333,-87.6329100695,6
41.77556685,-87.68354647833333,6
41.75432647175,-87.633261871,6
41.7740309,-87.66404814939999,6
41.791808351600004,-87.80131093279999,6
41.90819426066667,-87.64832567933333,6
41.809241379375,-87.607359925,6
41.81869163628572,-87.7240197232857,6
41.823642335,-87.62978731599999,6
41.899520796,-87.67745804216668,6
41.756186711249995,-87.63586292225,6
41.91084704433333,-87.65372006383332,6
41.7615449644,-87.6152826214,6
41.74346969083333,-87.64387553249999,6
41.8177107052,-87.6650824096,6
41.899722948833336,-87.66740854266668,6
41.71347011125,-87.55984338025,6
41.768425844,-87.6799644055,6
41.707087200500006,-87.62831994733334,6
41.7798541966,-87.6350976902,6
41.937459404,-87.68825595850001,6
41.7585349996,-87.6849324518,6
41.96028691716666,-87.76735599866667,6
41.7831296848,-87.683836098,6
41.85189836066667,-87.693045051,6
41.830731937,-87.6458316752,6
41.90351651016667,-87.70194393933333,6
41.873354331,-87.7493738755,6
41.812318082333334,-87.70720923433333,6
41.7582814794,-87.6157662854,6
41.78378091016666,-87.61579330066667,6
41.6998289982,-87.6282128496,6
41.9366831905,-87.633786744,6
41.8018209975,-87.63061131250001,6
41.8630498455,-87.68593900375,6
41.881138876166666,-87.71585318716666,6
41.7725937658,-87.6447722036,6
41.7687034534,-87.6591214736,5
41.80107342375,-87.72615045524999,5
41.728398535,-87.64345221133334,5
42.0031589584,-87.817157698,5
41.946605695,-87.71819268499999,5
41.94875214375,-87.643394994,5
41.867055803,-87.6422199025,5
41.9113430648,-87.6357636284,5
41.9102994072,-87.69470749780001,5
41.9946679875,-87.884721703,5
41.9025790342,-87.7334800446,5
41.953022014333335,-87.78647422799999,5
41.879824293750005,-87.6472047055,5
41.85911289075,-87.7054386415,5
41.919161292333335,-87.7266196815,5
42.015620817800006,-87.6751647832,5
41.83189259025,-87.7047458555,5
41.8854288646,-87.6624233914,5
41.8445508145,-87.70564385533334,5
41.9313973418,-87.6974094678,5
41.85120868116667,-87.638709425,5
41.9571475558,-87.7513924168,5
41.8152341546,-87.743270503,5
41.959847633833334,-87.7867526625,5
41.7791199336,-87.6934805546,5
41.764336764666666,-87.57631650566667,5
41.739847055,-87.6391113916,5
41.884557136,-87.6207389125,5
41.8709196536,-87.6862630826,5
42.0190568084,-87.6996845724,5
41.98293924975,-87.70885760625,5
41.8403727035,-87.72458960933334,5
41.9173964012,-87.70635158420001,5
41.8699919346,-87.6274948794,5
41.65859845366666,-87.6412994345,5
41.834484134,-87.72424912783333,5
41.9259606074,-87.7022612952,5
41.946228591,-87.70778573039999,5
41.8819495784,-87.6297083334,5
41.684666004,-87.66790282699999,5
41.8964813828,-87.6432143526,5
41.9607948788,-87.729757591,5
41.88470815233333,-87.68648977666668,5
41.939440561,-87.707718516,5
41.76572054299999,-87.62018359700001,5
41.8577599494,-87.6611446932,5
41.873963305,-87.67918632233334,5
41.7213922738,-87.6626941686,5
41.9552815738,-87.747438816,5
41.875345617,-87.70610792,5
41.9542351766,-87.7081773478,5
41.7359015242,-87.6482101546,5
41.891515814499996,-87.63982657599999,5
41.9034108996,-87.658264576,5
41.918184457,-87.77547527,5
41.9455740098,-87.7273133506,5
41.8678423155,-87.72538871399999,5
41.96086982475,-87.73502529875,5
41.99446456775,-87.71400281775,5
41.781586666500004,-87.65207909099999,5
41.82919512,-87.604692689,5
41.838553456,-87.69420332,5
41.852094127,-87.6757272772,5
41.895730996,-87.69201574833333,5
41.8907657114,-87.70649284940001,5
41.7072120078,-87.6143083372,5
41.78402245433333,-87.60592700633333,5
41.891341524,-87.701836237,5
41.99030348625,-87.70691320575,5
41.824502596,-87.704952554,5
41.89557447866667,-87.71155734383335,5
41.8724538254,-87.6273507332,5
41.784553308250004,-87.62543902200001,5
41.86491741825,-87.666264743,5
41.974658761,-87.7826123164,5
41.851868951,-87.6991533432,5
41.76059838333333,-87.598300413,5
41.815582139,-87.6946490904,5
41.94291768433334,-87.73035404833333,5
41.790636902,-87.5854214122,5
41.858835944666666,-87.71980977700001,5
41.9616712195,-87.66575639825001,5
41.924282872250004,-87.74854336225,5
41.7566219908,-87.6145505624,5
41.9544249494,-87.6629884136,5
41.969221230200006,-87.6553080938,5
42.0186985852,-87.6903243338,5
41.7372961645,-87.56379087274999,5
41.968186943,-87.73805851275,5
41.81663864475,-87.60889891024999,5
41.895353845,-87.69891251,5
41.90998764983333,-87.711224005,5
41.77211548375,-87.671097409,5
41.97258768375,-87.74781102675,5
41.65911631871428,-87.61800754642857,5
41.9414950372,-87.7275298732,5
41.9007744878,-87.7196333478,5
41.80229316425,-87.61037393250001,5
41.8236051652,-87.6332124928,5
41.876584779999995,-87.6570370112,5
41.745081299999995,-87.70235075619999,5
41.88426628125,-87.70689846775,5
41.786937264,-87.659595078,5
41.727503059,-87.662900095,5
41.7557881212,-87.649279237,5
